,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Atemp Category,Windspeed Category,Hum Category,temperature_cat
124,125,2011-01-06,Springer,2011,January,10,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,1.0015999999999998,47.0,0.0,3,42,45,Medium,Low,High,Rendah
125,126,2011-01-06,Springer,2011,January,11,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,1.0015999999999998,44.0,6.0032,2,57,59,Medium,Low,High,Rendah
126,127,2011-01-06,Springer,2011,January,12,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,3.0014000000000003,35.0,0.0,6,78,84,Medium,Low,Medium,Rendah
127,128,2011-01-06,Springer,2011,January,13,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,1.9982000000000006,35.0,7.0015,12,55,67,Medium,Low,Medium,Rendah
128,129,2011-01-06,Springer,2011,January,14,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.160000000000002,1.9982000000000006,36.0,11.0014,11,59,70,Medium,Low,Medium,Rendah
129,130,2011-01-06,Springer,2011,January,15,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.160000000000002,1.9982000000000006,36.0,0.0,8,54,62,Medium,Low,Medium,Rendah
130,131,2011-01-06,Springer,2011,January,16,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,1.0015999999999998,38.0,11.0014,12,74,86,Medium,Low,Medium,Rendah
131,132,2011-01-06,Springer,2011,January,17,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,-0.9982000000000006,51.0,11.0014,9,163,172,Medium,Low,High,Rendah
132,133,2011-01-06,Springer,2011,January,18,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,-0.9982000000000006,51.0,8.9981,5,158,163,Medium,Low,High,Rendah
133,134,2011-01-06,Springer,2011,January,19,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,1.0015999999999998,55.00000000000001,6.0032,3,109,112,Medium,Low,High,Rendah
134,135,2011-01-06,Springer,2011,January,20,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,-2.0013999999999985,51.0,11.0014,3,66,69,Medium,Low,High,Rendah
135,136,2011-01-06,Springer,2011,January,21,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2.34,-2.0013999999999985,55.00000000000001,15.001299999999999,0,48,48,Medium,Medium,High,Rendah
136,137,2011-01-06,Springer,2011,January,22,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2.34,-2.0013999999999985,51.0,19.0012,1,51,52,Medium,Medium,High,Rendah
137,138,2011-01-06,Springer,2011,January,23,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-2.9979999999999993,59.0,12.998000000000001,4,19,23,Low,Low,High,Rendah
138,139,2011-01-07,Springer,2011,January,0,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-2.9979999999999993,64.0,12.998000000000001,4,13,17,Low,Low,Very High,Rendah
139,140,2011-01-07,Springer,2011,January,1,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-2.9979999999999993,69.0,15.001299999999999,2,5,7,Low,Medium,Very High,Rendah
140,141,2011-01-07,Springer,2011,January,2,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-2.9979999999999993,69.0,15.001299999999999,0,1,1,Low,Medium,Very High,Rendah
141,142,2011-01-07,Springer,2011,January,4,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-2.0013999999999985,69.0,8.9981,0,1,1,Medium,Low,Very High,Rendah
142,143,2011-01-07,Springer,2011,January,5,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2.34,1.9982000000000006,55.00000000000001,0.0,0,5,5,Medium,Low,High,Rendah
143,144,2011-01-07,Springer,2011,January,6,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,1.0015999999999998,69.0,0.0,8,26,34,Medium,Low,Very High,Rendah
144,145,2011-01-07,Springer,2011,January,7,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,-2.0013999999999985,69.0,8.9981,8,76,84,Medium,Low,Very High,Rendah
145,146,2011-01-07,Springer,2011,January,8,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,-2.9979999999999993,51.0,16.997899999999998,20,190,210,Low,Medium,High,Rendah
146,147,2011-01-07,Springer,2011,January,9,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,-4.001200000000001,47.0,19.999499999999998,9,125,134,Low,Medium,High,Sangat Rendah
147,148,2011-01-07,Springer,2011,January,10,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,-2.9979999999999993,37.0,22.0028,16,47,63,Low,Medium,Medium,Rendah
148,149,2011-01-07,Springer,2011,January,11,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-2.9979999999999993,40.0,15.001299999999999,19,48,67,Low,Medium,Medium,Rendah
149,150,2011-01-07,Springer,2011,January,12,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-2.9979999999999993,37.0,16.997899999999998,9,50,59,Low,Medium,Medium,Rendah
150,151,2011-01-07,Springer,2011,January,13,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-4.001200000000001,37.0,19.0012,9,64,73,Low,Medium,Medium,Sangat Rendah
151,152,2011-01-07,Springer,2011,January,14,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-2.9979999999999993,40.0,16.997899999999998,7,43,50,Low,Medium,Medium,Rendah
152,153,2011-01-07,Springer,2011,January,15,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-2.0013999999999985,37.0,11.0014,9,63,72,Medium,Low,Medium,Rendah
153,154,2011-01-07,Springer,2011,January,16,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-2.0013999999999985,37.0,11.0014,5,82,87,Medium,Low,Medium,Rendah
154,155,2011-01-07,Springer,2011,January,17,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,1.0015999999999998,37.0,0.0,9,178,187,Medium,Low,Medium,Rendah
155,156,2011-01-07,Springer,2011,January,18,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,-0.9982000000000006,40.0,6.0032,7,116,123,Medium,Low,Medium,Rendah
156,157,2011-01-07,Springer,2011,January,19,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",-0.47999999999999954,-2.9979999999999993,55.00000000000001,6.0032,3,92,95,Low,Low,High,Rendah
157,158,2011-01-07,Springer,2011,January,20,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4599999999999991,-2.0013999999999985,47.0,7.0015,1,50,51,Medium,Low,High,Rendah
158,159,2011-01-07,Springer,2011,January,21,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4599999999999991,-2.9979999999999993,47.0,8.9981,0,39,39,Low,Low,High,Rendah
159,160,2011-01-07,Springer,2011,January,22,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4599999999999991,-2.9979999999999993,43.0,11.0014,2,34,36,Low,Low,High,Rendah
160,161,2011-01-07,Springer,2011,January,23,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4599999999999991,-2.9979999999999993,51.0,11.0014,1,14,15,Low,Low,High,Rendah
161,162,2011-01-08,Springer,2011,January,0,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4599999999999991,-2.9979999999999993,51.0,11.0014,1,24,25,Low,Low,High,Rendah
162,163,2011-01-08,Springer,2011,January,1,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4599999999999991,-2.0013999999999985,55.00000000000001,6.0032,1,15,16,Medium,Low,High,Rendah
163,164,2011-01-08,Springer,2011,January,2,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4599999999999991,-0.0015999999999998238,55.00000000000001,0.0,3,13,16,Medium,Low,High,Rendah
164,165,2011-01-08,Springer,2011,January,3,No,Saturday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4599999999999991,-2.9979999999999993,55.00000000000001,11.0014,0,7,7,Low,Low,High,Rendah
165,166,2011-01-08,Springer,2011,January,4,No,Saturday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4599999999999991,-2.9979999999999993,55.00000000000001,11.0014,0,1,1,Low,Low,High,Rendah
166,167,2011-01-08,Springer,2011,January,5,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",-0.47999999999999954,-4.997800000000002,74.0,11.0014,0,5,5,Low,Low,Very High,Sangat Rendah
167,168,2011-01-08,Springer,2011,January,6,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",-0.47999999999999954,-4.997800000000002,74.0,11.0014,0,2,2,Low,Low,Very High,Sangat Rendah
168,169,2011-01-08,Springer,2011,January,7,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",-0.47999999999999954,-4.001200000000001,74.0,7.0015,1,8,9,Low,Low,Very High,Sangat Rendah
169,170,2011-01-08,Springer,2011,January,8,No,Saturday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",-0.47999999999999954,-4.001200000000001,93.0,7.0015,0,15,15,Low,Low,Extremely High,Sangat Rendah
170,171,2011-01-08,Springer,2011,January,9,No,Saturday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",-0.47999999999999954,-4.001200000000001,93.0,7.0015,0,20,20,Low,Low,Extremely High,Sangat Rendah
171,172,2011-01-08,Springer,2011,January,10,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4599999999999991,-2.9979999999999993,80.0,11.0014,5,56,61,Low,Low,Very High,Rendah
172,173,2011-01-08,Springer,2011,January,11,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-4.001200000000001,69.0,26.0027,2,60,62,Low,Medium,Very High,Sangat Rendah
173,174,2011-01-08,Springer,2011,January,12,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-4.001200000000001,59.0,23.9994,8,90,98,Low,Medium,High,Sangat Rendah
174,175,2011-01-08,Springer,2011,January,13,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,-4.001200000000001,44.0,22.0028,7,95,102,Low,Medium,High,Sangat Rendah
175,176,2011-01-08,Springer,2011,January,14,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,-4.997800000000002,32.0,32.9975,12,83,95,Low,High,Medium,Sangat Rendah
176,177,2011-01-08,Springer,2011,January,15,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,-4.997800000000002,32.0,30.002599999999997,5,69,74,Low,High,Medium,Sangat Rendah
177,178,2011-01-08,Springer,2011,January,16,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4599999999999991,-6.9976,28.999999999999996,30.002599999999997,8,68,76,Low,High,Medium,Sangat Rendah
178,179,2011-01-08,Springer,2011,January,17,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-0.47999999999999954,-8.0008,37.0,36.9974,5,64,69,Low,High,Medium,Sangat Rendah
179,180,2011-01-08,Springer,2011,January,18,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-1.419999999999999,-8.0008,39.0,19.999499999999998,3,52,55,Low,Medium,Medium,Sangat Rendah
180,181,2011-01-08,Springer,2011,January,19,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-1.419999999999999,-8.0008,36.0,16.997899999999998,4,26,30,Low,Medium,Medium,Sangat Rendah
181,182,2011-01-08,Springer,2011,January,20,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-2.3600000000000003,-8.0008,36.0,16.997899999999998,0,28,28,Low,Medium,Medium,Sangat Rendah
182,183,2011-01-08,Springer,2011,January,21,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-2.3600000000000003,-8.997399999999999,39.0,23.9994,2,35,37,Low,Medium,Medium,Sangat Rendah
183,184,2011-01-08,Springer,2011,January,22,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-2.3600000000000003,-8.997399999999999,36.0,26.0027,1,33,34,Low,Medium,Medium,Sangat Rendah
184,185,2011-01-08,Springer,2011,January,23,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-3.3,-12.000399999999999,39.0,30.002599999999997,0,22,22,Low,High,Medium,Sangat Rendah
185,186,2011-01-09,Springer,2011,January,0,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-3.3,-10.9972,42.0,26.0027,1,24,25,Low,Medium,High,Sangat Rendah
186,187,2011-01-09,Springer,2011,January,1,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-3.3,-12.000399999999999,42.0,31.0009,0,12,12,Low,High,High,Sangat Rendah
187,188,2011-01-09,Springer,2011,January,2,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-3.3,-12.000399999999999,46.0,31.0009,0,11,11,Low,High,High,Sangat Rendah
188,189,2011-01-09,Springer,2011,January,3,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-3.3,-10.9972,46.0,27.999299999999998,0,4,4,Low,High,High,Sangat Rendah
189,190,2011-01-09,Springer,2011,January,4,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-4.24,-10.0006,53.0,12.998000000000001,0,1,1,Low,Low,High,Sangat Rendah
190,191,2011-01-09,Springer,2011,January,5,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-4.24,-10.0006,53.0,12.998000000000001,0,1,1,Low,Low,High,Sangat Rendah
191,192,2011-01-09,Springer,2011,January,6,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-3.3,-10.0006,49.0,19.0012,0,1,1,Low,Medium,High,Sangat Rendah
192,193,2011-01-09,Springer,2011,January,7,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-4.24,-10.0006,53.0,12.998000000000001,1,5,6,Low,Low,High,Sangat Rendah
193,194,2011-01-09,Springer,2011,January,8,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-3.3,-10.0006,49.0,19.0012,0,10,10,Low,Medium,High,Sangat Rendah
194,195,2011-01-09,Springer,2011,January,9,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-2.3600000000000003,-10.9972,46.0,35.0008,0,19,19,Low,High,High,Sangat Rendah
195,196,2011-01-09,Springer,2011,January,10,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-1.419999999999999,-8.997399999999999,43.0,26.0027,0,49,49,Low,Medium,High,Sangat Rendah
196,197,2011-01-09,Springer,2011,January,11,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-0.47999999999999954,-8.0008,40.0,35.0008,2,47,49,Low,High,Medium,Sangat Rendah
197,198,2011-01-09,Springer,2011,January,12,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4599999999999991,-6.9976,37.0,30.002599999999997,4,79,83,Low,High,Medium,Sangat Rendah
198,199,2011-01-09,Springer,2011,January,13,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,-4.997800000000002,34.0,30.002599999999997,6,69,75,Low,High,Medium,Sangat Rendah
199,200,2011-01-09,Springer,2011,January,14,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,-4.001200000000001,32.0,31.0009,8,64,72,Low,High,Medium,Sangat Rendah
200,201,2011-01-09,Springer,2011,January,15,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,-2.9979999999999993,35.0,23.9994,5,77,82,Low,Medium,Medium,Rendah
201,202,2011-01-09,Springer,2011,January,16,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,-4.997800000000002,34.0,30.002599999999997,13,79,92,Low,High,Medium,Sangat Rendah
202,203,2011-01-09,Springer,2011,January,17,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4599999999999991,-6.0009999999999994,37.0,26.0027,3,59,62,Low,Medium,Medium,Sangat Rendah
203,204,2011-01-09,Springer,2011,January,18,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-0.47999999999999954,-6.9976,40.0,22.0028,4,44,48,Low,Medium,Medium,Sangat Rendah
204,205,2011-01-09,Springer,2011,January,19,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-0.47999999999999954,-6.9976,43.0,22.0028,1,40,41,Low,Medium,High,Sangat Rendah
205,206,2011-01-09,Springer,2011,January,20,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-1.419999999999999,-8.0008,46.0,16.997899999999998,0,38,38,Low,Medium,High,Sangat Rendah
206,207,2011-01-09,Springer,2011,January,21,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-1.419999999999999,-8.997399999999999,46.0,27.999299999999998,1,19,20,Low,High,High,Sangat Rendah
207,208,2011-01-09,Springer,2011,January,22,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-1.419999999999999,-8.0008,46.0,19.999499999999998,5,10,15,Low,Medium,High,Sangat Rendah
208,209,2011-01-09,Springer,2011,January,23,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-2.3600000000000003,-6.9976,50.0,12.998000000000001,0,6,6,Low,Low,High,Sangat Rendah
209,210,2011-01-10,Springer,2011,January,0,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",-2.3600000000000003,-8.0008,50.0,19.0012,2,3,5,Low,Medium,High,Sangat Rendah
210,211,2011-01-10,Springer,2011,January,1,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",-2.3600000000000003,-8.0008,50.0,19.0012,1,0,1,Low,Medium,High,Sangat Rendah
211,212,2011-01-10,Springer,2011,January,2,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",-2.3600000000000003,-8.0008,50.0,15.001299999999999,0,3,3,Low,Medium,High,Sangat Rendah
212,213,2011-01-10,Springer,2011,January,3,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",-2.3600000000000003,-8.0008,50.0,15.001299999999999,0,1,1,Low,Medium,High,Sangat Rendah
213,214,2011-01-10,Springer,2011,January,4,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",-3.3,-8.0008,54.0,8.9981,1,2,3,Low,Low,High,Sangat Rendah
214,215,2011-01-10,Springer,2011,January,5,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",-3.3,-8.997399999999999,54.0,16.997899999999998,0,3,3,Low,Medium,High,Sangat Rendah
215,216,2011-01-10,Springer,2011,January,6,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",-2.3600000000000003,-8.0008,50.0,19.0012,0,31,31,Low,Medium,High,Sangat Rendah
216,217,2011-01-10,Springer,2011,January,7,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",-2.3600000000000003,-8.0008,50.0,15.001299999999999,2,75,77,Low,Medium,High,Sangat Rendah
217,218,2011-01-10,Springer,2011,January,8,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",-2.3600000000000003,-8.0008,50.0,19.0012,4,184,188,Low,Medium,High,Sangat Rendah
218,219,2011-01-10,Springer,2011,January,9,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",-1.419999999999999,-8.0008,50.0,16.997899999999998,2,92,94,Low,Medium,High,Sangat Rendah
219,220,2011-01-10,Springer,2011,January,10,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",-1.419999999999999,-8.0008,50.0,19.999499999999998,0,31,31,Low,Medium,High,Sangat Rendah
220,221,2011-01-10,Springer,2011,January,11,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",-0.47999999999999954,-6.9976,47.0,19.0012,2,28,30,Low,Medium,High,Sangat Rendah
221,222,2011-01-10,Springer,2011,January,12,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-4.001200000000001,40.0,19.0012,5,47,52,Low,Medium,Medium,Sangat Rendah
222,223,2011-01-10,Springer,2011,January,13,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-4.001200000000001,40.0,19.0012,4,50,54,Low,Medium,Medium,Sangat Rendah
223,224,2011-01-10,Springer,2011,January,14,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-2.9979999999999993,40.0,15.001299999999999,0,47,47,Low,Medium,Medium,Rendah
224,225,2011-01-10,Springer,2011,January,15,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1.4000000000000004,-2.9979999999999993,40.0,15.001299999999999,2,43,45,Low,Medium,Medium,Rendah
